a;A1
about;A1
actress;A1
after;A1
age;A1
all;A1
American;A1
an;A1
and;A1
any;A1
as;A1
at;A1
basketball;A1
be;A1
because;A1
begin;A1
between;A1
both;A1
brother;A1
but;A1
buy;A1
can;A1
carry;A1
catch;A1
change;A1
child;A1
choose;A1
city;A1
come;A1
cook;A1
dad;A1
date;A1
day;A1
different;A1
dinner;A1
do ;A1
draw;A1
drink;A1
drive;A1
each;A1
eat;A1
end;A1
enjoy;A1
face;A1
family;A1
feel;A1
film;A1
find;A1
foot;A1
for;A1
Friday;A1
friend;A1
get;A1
girl;A1
give;A1
go ;A1
good;A1
goose;A1
happy;A1
have;A1
he;A1
help;A1
her;A1
here;A1
him;A1
home ;A1
homework;A1
i;A1
in;A1
is;A1
it;A1
know;A1
learn;A1
leave;A1
life;A1
like;A1
look;A1
love;A1
make;A1
man;A1
many;A1
meet;A1
Monday;A1
mouse;A1
mum;A1
my ;A1
near;A1
not;A1
note;A1
of;A1
often;A1
old;A1
on;A1
one;A1
only;A1
other;A1
ox;A1
pay;A1
people;A1
play;A1
put;A1
read;A1
reader;A1
ride;A1
ring;A1
run;A1
say;A1
school;A1
second;A1
see;A1
send;A1
she;A1
sheep;A1
show;A1
sing;A1
sister;A1
sit;A1
slow;A1
so;A1
some;A1
something;A1
speak;A1
speed;A1
sport;A1
start;A1
swim;A1
teach;A1
tell;A1
than;A1
that;A1
the;A1
they;A1
thing;A1
think;A1
this;A1
three;A1
time;A1
to;A1
today;A1
tooth;A1
tv;A1
twentieth;A1
two;A1
very;A1
wake;A1
want;A1
we;A1
wear;A1
well;A1
when;A1
which;A1
who;A1
why;A1
wind;A1
with;A1
woman;A1
work;A1
write;A1
year;A1
you;A1
young;A1
aeroplane;A1
again;A1
animal;A1
what;A1
walk;A1
advance;A1
france;A1
england;A1
watch;A1
cold;A1
book;A1
afternoon;A1
act;A1
adult;A1
bank;A1
apple;A1
boy;A1
travel;A1
birthday;A1
banana;A1
bookcase;A1
bath;A1
always;A1
baseball;A1
beard;A1
anybody;A1
alarm;A1
email;A1
bad ;A1
beach;A1
bike;A1
bathroom;A1
backpack;A1
boot;A1
brown;A1
below;A1
business ;A1
table;A1
lunch;A1
blue;A1
stop;A1
game;A1
body;A1
stair;A1
cake;A1
amaze;A1
band;A1
station;A1
behind;A1
blond;A1
write;A1
box;A1
clock;A1
breakfast;A1
big;A1
money;A1
boat;A1
bird;A1
possible;A1
bean;A1
doctor;A1
alright;A1
bottom;A1
same;A1
window;A1
bedroom;A1
bag;A1
answer;A1
ball;A1
beautiful;A1
bed ;A1
teacher;A1
boring;A1
butter;A1
boss;A1
buy;A1
right;A1
bus;A1
blouse;A1
small;A1
bread;A1
film;A1
beside;A1
person;A1
first;A1
second;A1
talk;A1
need;A1
number;A1
body;A1
food;A1
into;A1
long;A1
country;A1
important;A1
academy;A2
advertisement;A2
almost;A2
also;A2
become;A2
break;A2
bring;A2
build;A2
by;A2
centre;A2
century;A2
cigar;A2
clear;A2
company;A2
cost;A2
cross;A2
cut;A2
delay;A2
down;A2
dream;A2
enter;A2
even;A2
ever;A2
everything;A2
fall;A2
fashion;A2
flip-flop;A2
fly;A2
great;A2
grow;A2
heart;A2
herself;A2
history;A2
hit;A2
hockey;A2
hold;A2
hurt;A2
if;A2
just;A2
keep;A2
kiss;A2
laugh;A2
lend;A2
lie;A2
lose;A2
manager;A2
mean;A2
mistake;A2
mix;A2
modern;A2
moment;A2
most;A2
move;A2
once;A2
past;A2
plan;A2
present;A2
reason;A2
sell;A2
should;A2
shut;A2
sky;A2
special;A2
spell;A2
spend;A2
spring;A2
stand;A2
steal;A2
such;A2
team;A2
teenager;A2
throw;A2
try;A2
usual;A2
wet;A2
while;A2
wide;A2
win;A2
wow;A2
yet;A2
afterwards;A2
able;A2
advice;A2
add;A2
accident;A2
adventure;A2
across;A2
actor;A2
actually;A2
bridge;A2
ago;A2
bookshelf;A2
bill;A2
businesswoman;A2
autumn;A2
badminton;A2
blood;A2
agree;A2
busy;A2
burger;A2
block;A2
belt;A2
air;A2
awful;A2
another;A2
appointment;A2
anymore;A2
bookshop;A2
beside;A2
blanket;A2
biology;A2
artist;A2
album;A2
blackboard;A2
alone;A2
along;A2
round;A2
biscuit;A2
barbecue;A2
cookie;A2
library;A2
airport;A2
believe;A2
bicycle;A2
borrow;A2
anyone;A2
already;A2
bottle;A2
battery;A2
boyfriend;A2
angry;A2
attractive;A2
art;A2
away;A2
pair;A2
apartment;A2
assistant;A2
left;A2
ambulance;A2
bandage;A2
boil;A2
brain;A2
aunt;A2
brush;A2
balloon;A2
bowl;A2
third;A2
available;A2
international;A2
normal;A2
may;A2
foreign;A2
daily;A2
nothing;A2
health;A2
capital;A2
final;A2
way;A2
temperature;A2
term;A2
fourth;A2
receive;A2
quick;A2
achieve;B1
appear;B1
arrival;B1
audience;B1
beat;B1
behaviour;B1
bite;B1
bleed;B1
blow;B1
burn;B1
case;B1
cast;B1
certain;B1
common;B1
cool;B1
couple;B1
creature;B1
crime;B1
dig;B1
dive;B1
dwell;B1
feed;B1
fight;B1
fit;B1
forget;B1
forgive;B1
forward;B1
freeze;B1
hang;B1
hide;B1
imagine;B1
knit;B1
lay;B1
let;B1
lift;B1
light;B1
live;B1
mangage;B1
model;B1
mow;B1
mystery;B1
novel;B1
out;B1
over;B1
personal;B1
pleasure;B1
prepay;B1
quality;B1
quit;B1
rare;B1
refuse;B1
remind;B1
rest;B1
rid;B1
rise;B1
sew;B1
shake;B1
shave;B1
shine;B1
shit;B1
shoot;B1
sink;B1
sir;B1
slay;B1
sleep;B1
slit;B1
smell;B1
spill;B1
spoil;B1
stick;B1
stink;B1
take;B1
tear;B1
wed;B1
article;B1
brave;B1
bright;B1
bee;B1
bathtub;B1
area;B1
ask;B1
security;B1
within;B1
average;B1
lag;B1
necessary;B1
difficulty;B1
area;B1
increase;B1
technology;B1
relative;B1
allow;B1
seem;B1
attention;B1
effect;B1
produce;B1
literature;B1
direct;B1
basic;B1
seks;B1
direction;B1
net;B1
calorie;B1
weight;B1
total;B1
government;B1
account;B1
rather;B1
benefit;B1
method;B1
develop;B1
advantage;B1
efficient;B1
environment;B1
academic;B2
bear;B2
bend;B2
breed;B2
care;B2
commit;B2
deal;B2
delicate;B2
examine;B2
extent;B2
fling;B2
forbid;B2
input;B2
kneel;B2
lead;B2
lean;B2
literary;B2
myth;B2
observe;B2
occasion;B2
privacy;B2
proofread;B2
prove;B2
sale;B2
satisfaction;B2
seek;B2
set;B2
shed;B2
shrink;B2
significant;B2
slide;B2
sling;B2
slink;B2
split;B2
spread;B2
stage;B2
stride;B2
strike;B2
swear;B2
sweat;B2
sweep;B2
swing;B2
turn;B2
victim;B2
witness;B2
activity;B2
bear;B2
bother;B2
back ;B2
belong;B2
board;B2
misunderstand;B2
estimate;B2
differ;B2
export;B2
import;B2
learning-by-doing;B2
overall;B2
supply;B2
economic;B2
economy;B2
nutrient;B2
specialize;B2
decline;B2
form;B2
competition;B2
strategy;B2
adopt;B2
scale;B2
risk-reducing;B2
agriculture;B2
level;B2
measure;B2
requirement;B2
stimulate;B2
factor;B2
rapid;B2
distribute;B2
growth;B2
current;B2
force;B2
analysis;B2
yield-increasing;B2
source;B2
reflect;B2
expansion;B2
role;B2
domestic;B2
appeal;C1
bet ;C1
boundary;C1
flee;C1
floorboard;C1
forsake;C1
notion;C1
realization;C1
review;C1
saw;C1
sow;C1
spin;C1
status;C1
thrust;C1
weave;C1
withdraw;C1
wring;C1
equivalent;C1
productivity;C1
sector;C1
consumption;C1
revenu;C1
market;C1
stock;C1
comprise;C1
variable;C1
labour;C1
nutrition;C1
regress;C1
aggregate;C1
causality;C1
atone;C2
bid;C2
bind;C2
cling;C2
clothe;C2
creep;C2
daisy;C2
dawdle;C2
dew;C2
dilettante;C2
exquisite;C2
grind;C2
hew;C2
illusion;C2
in accord with;C2
leap;C2
petal;C2
plead;C2
quintessential;C2
relay;C2
shear;C2
sneak;C2
spit;C2
sprinkle;C2
squeak;C2
strew;C2
strive;C2
subtle;C2
swell;C2
tread;C2
weep;C2
whet;C2
withhold;C2
withstand;C2
sustain;C2
albeit;C2
pressure;C2
adverse;C2
crude;C2
hypothesis;C2
represent;C2
chronic;C2
odd;B2
technological;B2
neither;B2
congruence;B2
innovation;C1
altitude;B1
livestock;B1
same;A1
include;A2
attribute;C2
negative;A2
ivory;C1
evidence;B2
convention;C1
annual;B1
previous;B1
generate;B2
rural;B2
manner;B2
caution;C1
capture;B2
stretch;B2
coffee;A1
construct;B2
quadratic;C1
predominant;C2
drought;C2
early;A1
tropic;C1
scarce;C1
cleave;C2
extreme;B2
equation;C1
active;B1
study;A1
statistical;C1
argument;B1
discuss;A2
sugar;A1
contribute;B2
reduce;B1
general;B2
form;B2
data;B2
behaviour;B1
rice;A1
error;B2
public;B2
random;C1
performance;B2
high;A2
follow;A2
deviation;C1
invest;B2
fact ;A2
substantial;B2
fund;C1
primarily;B2
derive;C1
trend;B1
gross;C1
summer;A1
recover;B1
simple;A2
result;B1
affect;B2
argue;B1
semi-arid;C2
major;B2
decrease;B1
coefficient;C2
institution;B2
flow;B1
general;B2
south;A2
similar;B1
determine;C1
thus;B2
rainfall;B1
important;A1
until;A1
semi-arid;B2
log;C1
improve;A2
crop;B1
decompose;B2
fertilize;C1
population;B1
period;B1
tube;B2
problem;A1
farther;A2
obtain;B2
tractor;C2
pace;B2
column;B2
provide;B1
potential;B2
econometric;C1
provision;C1
example;A1
toward;A2
low;B1
zone;B1
one-tailed;B2
suggest;B1
region;B1
exclude;C1
specific;B2
humid;B1
halt;B1
explanatory;C1
index;C1
erratic;C2
base;B2
east;A2
irrigate;C1
classify;C1
finance;B2
slight;B2
desert;A2
correa;A1
elsewhere;B2
africa;A1
earn;A2
cross-section;C1
poor;A1
road;A1
next;A1
portion;C1
separate;B1
show;A1
adjust;B2
secondary;A2
present;A2
particular;B2
range;B1
quite;B1
calculate;B2
strong;A2
feedback;B2
value;B1
instability;C1
immediate;B2
less;A2
intake;C1
component;C1
tradition;B2
dominant;C1
experience;B1
mask;B2
somalia;A1
hectare;A2
rate;B2
appendix;C1
consider;B1
fluctuation;C2
t-test;B1
madagascar;A1
primary;B2
character;B1
significance;C1
coast;B1
long-term;B2
wheel;A2
research;B1
simultaneous;C1
iterate;C2
sample;B2
restrict;C1
west;A1
intense;C1
sub-humid;C2
land;B2
exercise;A2
plausible;C2
mix;A2
national;A2
time;A2
place;A1
barrier;B2
little;A1
list;A2
farm;A1
project;B2
positive;B1
conclusion;C2
report;B1
price;A2
critical;B2
botswana;A1
detail;B1
abundance;C2
root;B2
exchange;B1
experiment;B1
expect;B1
loop;B1
composition;B2
suffer;B1
dependent;B2
future;A2
responsive;B2
constant;B2
dollar;A1
still;A2
appreciate;B2
inverse;C2
implicit;C2
consistent;C2
lack;B1
senegal;A1
geometric;B2
zimbabwe;A1
predict;B1
elastic;B2
except;A2
shift;C1
federate;C2
salary;B1
local;B1
fail;B2
mature;B2
condition;B1
decade;B2
critique;C2
progress;B1
service;B1
deep;A2
success;B1
mandate;C2
divide;C1
congo;A1
acquire;B2
vertical;C1
budget;B2
asia;A1
variety;B1
civil;C1
scientist;B1
view;B1
strategy;B2
question;A1
publish;B1
behind;A1
examine;B2
center;B1
association;B2
europe;A1
short;A1
surprise;A2
assumption;C1
approach;B1
link;B2
fuel;B1
promote;B2
spillover;C2
mission;C2
institute;B2
aspiration;C2
forest;A2
organization;B1
devote;C1
drain;C2
proper;B1
crucial;B2
compose;B2
genetic;C1
event;B1
applicable;C1
beyond;B1
amsterdam;A1
metric;B1
profession;B1
hand;A1
generation;B1
limit;B1
address;A1
door;A1
addition;B2
global;B2
client;B2
expand;B2
university;A1
lesson;A1
constrain;C2
guide;B1
micro;C1
northern;B1
call;B1
serve;A2
allow;B1
print;C2
meat;A1
vehicle;B1
aggressive;B2
concern;C1
versification;C2
urgent;B1
recherche;C1
order;A2
francise;C2
phase;B2
infancy;C2
july;A1
strategy;B2
abstract;B2
malaysia;A1
jump;A2
plague;C2
ignore;B2
zambia;A1
fundament;C2
differential;C2
gain;B1
leadership;C1
rubber;B2
permanent;B1
systematic;C2
intelligent;B1
diploma;A2
return;A2
ministry;C1
bureaucracy;C2
action;A1
stagnate;C2
failure;B2
create;B1
mobile;A1
facility;B1
inferior;C1
offer;A2
plant;A1
network;B2
resource;B2
incentive;C2
commodity;C1
belgium;A1
netherlands;A1
landscape;B1
serious;B1
courage;B2
physical;B2
administator;C1
foundation;C1
loan;B1
collect;A2
politician;B1
stress;B1
exotique;C2
twelve;A1
building;A2
popular;A2
hybrid;C2
trial;B2
virus;B2
coordination;B2
extend;B2
august;A1
assist;B2
erosion;C1
clone;C1
dual;C1
catholic;B1
british;A1
director;B1
saturate;C1
eight;A1
graduate;B2
theory;B2
poverty;B2
francophone;C2
purchase;B2
size;A2
cocoa;B1
donor;C2
initiative;C1
acknowledge;C1
world;A1
cultivate;A1
dynamic;B2
aid;C1
norm;C1
cotton;B1
destruct;C1
conclude;C1
establish;C1
capacity;B2
empirical;C2
group;A1
tanzania;A1
carry;A1
object;B1
turmoil;C2
wheat;B2
anecdote;C1
altruist;C1
step;B1
nevertheless;B2
among;B1
concentrate;B1
dozen;B1
post;A2
joy;B2
southern;B1
relevant;B2
realist;C1
opinion;B2
commission;C2
duplicate;C1
teacher;A1
continent;B1
transformation;C1
republic;C1
staff;A2
convert;B2
underscore;B2
recurrent;C1
industry;B2
asia;A1
officer;B2
confront;C2
integrity;C2
billion;B2
feasible;C1
topic;B1
volume;B2
search;B1
nigeria;A1
document;A2
goal;A2
trouble;B1
hundred;A2
singapore;A1
minimum;B1
boost;B2
pan;B1
china;A1
black;A1
gear;B2
germplasm;C2
thailand;A1
invigorate;C2
euphoria;C1
certificate;B1
absorb;B2
interest;B2
conjure;C1
challenge;B1
achieve;B1
explore;B2
india;A1
skill;B1
vary;B2
accept;B1
demonstrate;C1
cameroon;A1
manuscript;C1
anniversary;B1
breakthrough;B1
million;A2
hill;A2
endorse;C2
paper;A1
thrive;C1
resemble;C1
image;C2
percent;B1
abolish;B2
shuffle;C1
respect;B1
generous;B1
promotion;C1
french;A1
screen;A2
cite;C2
scholar;C1
council;B2
teach ;A1
team;A2
issue;B1
sharp;B1
summary;B2
puzzle;A2
bias;C2
mind;B1
rice;A1
plantation;B2
capable;B2
continue;B1
cheap;A1
host;B2
petroleum;B2
goldsmith;B1
enorm;A2
compagny;A2
train;A1
enterprise;C1
schedule;B2
structure;B2
channel;A2
restore;B2
member;A2
valve;C2
contemporary;B2
northeast;A2
headquarter;B1
prescription;B1
lock;B1
face;A1
indonesia;A1
geopolitics;C2
emphasis;B2
expert;B1
spectre;C2
field;A2
key;A1
target;B2
orientate;C1
fund ;C1
clan;C1
colony;B2
spin;C1
nurture;C2
contract;B1
woeful;C2
drama;B1
despite;B1
competence;C1
illustrate;B2
allocate;C1
desire;C1
information;A2
stage;B2
rule;B1
ordinary;B1
flourish;C2
fibre;C1
story;A2
latin;A1
painful;B1
skeletal;B2
upheaval;C2
infrastructure;C1
vacancy;C1
escape;B1
balance;B2
white;A1
war;A1
standard;B2
ponder;C2
bush;B2
salt;A1
ecuador;A1
determinant;C1
pursuit;C1
context;B2
operate;B2
inexorable;C2
job;A1
wild;B2
resistant;B2
scientific;B1
assess;B2
virtual;C1
sense;B2
agency;B1
commerce;B2
private;B1
too;A1
introduction;B2
upgrade;B2
evolve;C1
tailor;C2
focus;C1
affair;B2
quantum;B1
inflate;C1
authority;B2
pioneer;C2
board;B2
footprint;B1
state;B2
terminate;C2
initiate;C2
gap;B1
sketch;C1
reluctant;C1
several;A2
peak;B2
impress;B2
human;B1
neglect;C1
machine;A2
insect;A2
transfer;B1
recommend;B1
perhaps;A2
premise;B2
factor;B2
vision;B2
guideline;C1
modest;B2
revolution;B2
pendulum;C1
textbook;A2
dissipate;C2
circle;A2
true;A1
tie;A2
abundant;C2
pump;B1
japan;A1
postpone;B1
plus;A1
engineer;A2
oil;B1
internal;B2
alternate;B2
incorporate;C2
explicit;C2
thesis;B2
consume;C1
record;A2
power;B2
grain;C2
ethiopia;A1
debate;B2
territory;B2
neighbour;A2
touch;B1
withdraw;C1
warrant;C1
cycle;B2
mechanism;C1
village;A1
hemorrhage;C2
contend;B2
accompany;B1
fragile;C2
coconut;B1
individual;B2
rough;B1
enhance;C1
hire;B1
accomplish;C1
author ;B1
collaborate;C1
path;A2
hobble;B2
spain;A1
highlight;B2
sensitive;B2
prime;C2
green;A1
gold ;A1
ultimate;B2
invest;B2
six;A1
textile;B1
flaw;C1
conservative;C1
magnitude;C2
fortunate;B2
trade;B1
categorize;B2
proposal;B2
noise;A1
speculator;B2
uniform;A2
bull;B1
legislator;C2
deliver;B1
humanitarian;C2
quarter;A2
test;A1
skeptic;B2
assert;C1
bubble;C1
hoard;C1
deception;C2
explain;A2
irreversible;C2
correlate;C2
ramification;C2
publish;B1
close;A1
chicago;A1
foot ;A1
participate;B2
relationship;B2
depiction;C1
speculate;C2
cattle;B1
blame;B1
accuse;B2
hole;B1
consistent;C2
store;B1
legislate;C2
bet;C1
function;B2
conjunction;B2
inherent;C2
spark;C2
quip;C2
albeit;C2
counter;B2
horizon;C2
correct;A2
return;A2
commentator;B1
week;A1
blanket;A2
norm;C1
master;B2
influence;B2
distribute;B2
particular;B2
pure;B1
rigor;C1
scenario;C2
cover;A2
curb;C2
slope;B2
withstand;C2
reject;B2
admit;B1
paint;A1
couple;B1
arbitrage;C2
gauge;C2
picture;A1
money;A1
consequence;B2
december;A1
implicate;B2
parallel;C2
essential;B1
portfolio;B2
corner;A2
realm;C2
cash;A2
famous;A1
wedge;C1
damage;B1
motivate;C1
complex;B2
risk;B2
milk;A1
uniform;A2
congressional;C2
rational;C1
claim;B2
confidence;B2
tuesday;A1
disrupt;B2
ceiling;A2
congress;C1
testimony;C1
severe;B2
procedure;B2
equilibrium;C2
beta;A2
fluid;C2
permanent;B1
hunt;B1
bean;A1
applaud;C1
typical;B1
silver;A2
soybean;C1
zero;A1
january;A1
volatile;C1
influx;C2
reserve;B1
obscure;B2
case-study;B1
difference;A2
conserve;C1
chance;B1
worse;A2
alongside;C1
taxation;C1
correspond;B2
mark;B2
climate;B1
rock;B1
fish;A1
fruit;A1
surplus;C2
falcon;C1
duration;C1
soil;B2
permit;B1
draft;B2
rain;A1
stone;B1
nonetheless;C1
company;A2
survey;B2
frequent;B1
compel;C1
fertility;C1
cereal;C1
basis;C1
triple;B2
discover;B1
cumulate;C1
complement;C2
accelerate;C2
clue;B2
emerge;B2
reference;B2
contradict;C1
compare;B1
e-mail;A1
update;B2
rose;B1
complete;A2
associate;C1
exception;B2
insemination;C2
in;A1
design;B1
credit;B2
spur;C2
weather;A1
asterisks;C2
convince;B1
confirm;B1
compete;B2
multiplication ;C1
water;A1
stable;C1
moisture;C2
visible;B2
colleague;A2
fax;A2
ample;C1
partner;A1
never;A1
keyword;B1
habit;B1
encourage;B1
examine;B2
original;B1
initial;B2
parent;A1
subject;B1
consulate;C1
mexico;A1
australia;A1
nursery;B2
pedigree;C2
actual;B2
material;B2
jock;C2
bake;A2
brief;B1
approximate;B2
perceive;C1
western;B1
detrimental;C2
judge;B2
journal;C1
genetic;C1
check;A2
solve;B1
accurate;B1
quantify;C1
dwarf;C1
select;B1
scant;C1
wood;A2
migrate;C1
corn ;B1
nest;C2
collinear;C2
logarithm;C1
acreage;C2
symmetric;B2
expansion;B2
turbulent;C2
insecticide;C2
harvest;B2
favour;B2
monograph;C1
kilogram;A2
vegetation;C1
province;C2
editor;B2
chemical;B2
june;A1
safeguard;C1
preclude;C1
charcoal;C2
lot;A1
essay;B1
tense;B1
energy;B1
supplement;C2
version;B2
irrigate;C2
chi-square;C1
millimeter;A2
winter;A1
street;A1
school;A1
persistent;C2
deflate;C2
phenomena;C1
absolute;B2
distort;C1
troop;C2
solution;B1
everyone;A2
shop;A1
pass;B1
mail;A2
warm;A1
hectic;C1
self-respect;C2
furniture;A2
friday;A1
complain;B1
safe;A1
wonder;B1
tradition;B2
inside;B2
assistant;B1
chocolate;A1
crowd;A2
season;B1
worry;A2
celebrate;B1
welcome;B2
kid;B1
media;B2
express;B2
sour;B1
sale;B2
holiday;A1
mood;B1
sheriff;C1
rule;B1
sear;C1
minute;A1
lifetime;B2
park;A1
relentless;C2
midnight;A2
ticket;A1
stereotype;C1
bold;B2
official;C2
danger;A2
register;B1
assure;B2
navy;B2
island;A2
item;B1
open;A2
grab;B1
portray;C2
idea;A2
electronic;B1
motive;B2
costumer;C2
hot;A1
extra;A2
foe;C1
division;B2
bureau;A1
grateful;B1
enterprise;C1
anonymous;C2
visit;A1
butter;A1
evident;B2
identical;B2
parameter;C1
publicity;B2
interval;C2
uk;A1
berlin;A1
compensate;C1
contrary;B2
singular;A2
smith;B2
disturbance;C1
poultry;B2
advertise;B1
impractical;C1
graph;B2
factor;B2
explore;B1
discriminate;C1
fresh;B1
controversy;C1
newspaper;A1
slaughterhouse;C1
opposite;B2
notice;B1
lean;B2
hormone;C2
investigate;B2
furthermore;B2
cigarette;A2
germany;A1
database;B2
dominance;C2
driver;A1
chicken;A1
prohibit;B2
incident;B2
checkoff;C2
merit;C1
green;A1
drawback;C1
delete;B1
syringe;C2
diet;B1
range;B1
fluid;C2
middle;A2
ground;C1
cholesterol;C1
barbecue;A2
scan;C2
sign;B1
turkey;A1
festive;C2
beneficiary;C1
fever;B1
era;B2
hypodermic;C2
detect;C1
brand;B2
manage;B1
advocate;C2
psychology;B2
dissertation;C1
translate;B1
alarm;A1
symposium;C2
coverage;C1
sum;B1
mini;A2
free;A1
from;A1
curriculum;A2
student;A1
refer;B1
concept;B1
although;B1
large;A1
organisation;B1
attain;B2
instead;B1
use;A1
accord;B2
separate;B1
principle;C1
defer;C2
require;B1
opt;C1
or;A1
begin;A1
off;B1
employe;B1
all;A1
more;A1
shopper;A2
own;A2
up;A1
sentence;A2
verb;A2
noun;A2
adjective;A2
pronoun;A2
adverb;A2
grammar;A2
happen;A2
tag;B1
under;A1
branch;B1
tree;A1
pretty;A2
word;A1
subordinate;C2
fill;B2
before;A1
probably;A2
locate;B2
due;C1
as;A1
novel;B1
reader;B1
better;A2
will;A1
all-boys;A2
filmmaking;
theme;
photograph;
serie;A2
text;A1
caption;C1
medium;B1
movie;A1
evolution;B2
overlap;C2
traditional;B1
piece;A2
definition;B2
informal;B2
element;B2
taste;B1
confidential;C1
ramble;C1
grace;C1
political;B1
unconvantional;C1
etc;A2
observation;B2
reflection;B2
dub;C2
verse;B2
interface;C1
remark;B2
combine;B2
type;A2
syntax;B1
system;B1
built-in;A2
module;B2
easy;A1
various;A2
call;B1
depend;B1
language;A1
application;B1
script;B2
automate;B2
class;A1
edit;B2
no;A1
vandalism;C2
spam;C1
reach;B1
wiki;B1
page;A2
please;A1
intend ;B1
charity;B1
perform;B2
appoint;C1
nominate;C1
magazine;A2
award;B2
numerous;C2
since;B2
star;A2
product;B1
english;A1
theatre;A2
radio;A1
music;A1
classic;B2
debut;C1
revival;C2
royal;B2
dance;A1
television;A1
appearance;B2
silent;B1
headline;B1
parade;B2
rose;A2
darkness;A2
slave;B2
prince;A1
imitate;C1
voice;B1
comic;B1
cinema;A2
strange;A2
gold ;A2
globe;C2
queen;A1
crown;A1
universe;B1
son;A1
main;A2
lemma;C1
synonym;C2
semantic;C2
feature;B2
name;A1
complete;A2
binary;B2
least;B1
high;A1
hence;C1
distance;B1
relation;B2
hierarchy;C2
corpus;C1
edge;B1
path;A2
length;B1
co-reference;C1
chain;B2
head;A1
program;A2
wrong;A1
last;A2
choice;B1
impact;C2
possessive;C2
incorrect;B1
parse;C2
string;B2
block;A2
kind;A2
steer;B2
dead;A1
cafe;A2
transform;B2
miss;B1
reprise;C2
moral;B2
pledge;C1
tacit;C2
close;A1
without;A2
narrative;C2
course;A1
meaning;B1
